Date,Credits Available,Credits Needed (Estimated),Credits Needed(Actual),Vessels (out of credits), Vessels (out of pollock IFQ),Pollock, Pollock (std), Bycatch, Bycatch (std)
Jul-10-2006,12205,,,2,2,2528.26,76426.1,40,2002
Jul-11-2006,12166,,,2,2,2109,78535.1,39,2041
Jul-12-2006,12128,,,2,2,1272.01,79807.1,38,2079
Jul-13-2006,12116,,,2,2,992.386,80799.5,12,2091
Jul-14-2006,12098,,,2,2,3178.88,83978.4,18,2109
Jul-15-2006,12076,,,2,2,2301.99,86280.4,22,2131
Jul-16-2006,12075,,,2,2,281.631,86562,1,2132
Jul-17-2006,12066,,,2,2,2261.15,88823.2,9,2141
Jul-18-2006,12061,,,2,2,3323.3,92146.5,5,2146
Jul-19-2006,12057,,,2,2,3134.75,95281.2,4,2150
Jul-20-2006,12027,,,2,2,3483.39,98764.6,30,2180
Jul-21-2006,12007,,,2,3,2111.63,100876,18,2198
Jul-22-2006,11991,,,2,3,1482.81,102359,16,2214
Jul-23-2006,11975,,,2,4,3980.29,106339,13,2227
Jul-24-2006,11941,,,2,4,4340.91,110680,34,2261
Jul-25-2006,11920,,,2,4,2374.37,113055,21,2282
Jul-26-2006,11912,,,2,4,3605.07,116660,8,2290
Jul-27-2006,11907,,,2,4,2113.31,118773,5,2295
Jul-28-2006,11898,,,2,4,2774.62,121548,9,2304
Jul-29-2006,11886,,,2,4,1729.62,123277,12,2316
Jul-30-2006,11873,,,2,4,2852.71,126130,13,2329
Aug-1-2006,11855,,,2,4,2871.37,129001,18,2347
Aug-1-2006,11839,,,2,4,3244.11,132245,16,2363
Aug-2-2006,11824,,,2,4,3634.47,135880,15,2378
Aug-3-2006,11803,,,2,4,3535.82,139416,21,2399
Aug-4-2006,11768,,,2,4,2524.61,141940,35,2434
Aug-5-2006,11759,,,2,4,2779.87,144720,9,2443
Aug-6-2006,11742,,,2,4,2004.63,146725,17,2460
Aug-7-2006,11733,,,2,4,3703.24,150428,9,2469
Aug-8-2006,11674,,,2,4,3737.34,154165,59,2528
Aug-9-2006,11637,,,2,4,4962.31,159128,37,2565
Aug-10-2006,11630,,,2,4,2072.17,161200,7,2572
Aug-11-2006,11613,,,2,4,3290.82,164491,17,2589
Aug-12-2006,11585,,,2,5,3699.56,168190,24,2613
Aug-13-2006,11577,,,2,7,3093.7,171284,4,2617
Aug-14-2006,11567,,,2,7,3674.91,174959,10,2627
Aug-15-2006,11554,,,2,7,2954.13,177913,13,2640
Aug-16-2006,11544,,,2,7,3723.85,181637,10,2650
Aug-17-2006,11512,,,2,8,3526.83,185164,28,2678
Aug-18-2006,11508,,,2,8,2573.91,187738,4,2682
Aug-19-2006,11504,,,2,9,1623.44,189361,1,2683
Aug-20-2006,11484,,,2,12,2974.39,192335,12,2695
Aug-21-2006,11439,,,2,12,3713.55,196049,45,2740
Aug-22-2006,11424,,,2,12,3528.09,199577,15,2755
Aug-23-2006,11399,,,2,12,3265.22,202842,25,2780
Aug-24-2006,11381,,,2,12,2624.72,205467,18,2798
Aug-25-2006,11336,,,2,12,3725.74,209193,45,2843
Aug-26-2006,11258,,,2,12,2757.76,211950,78,2921
Aug-27-2006,11217,,,2,12,3216.22,215167,41,2962
Aug-28-2006,11105,,,2,12,2686.37,217853,112,3074
Aug-29-2006,11064,,,2,12,2132.06,219985,41,3115
Aug-30-2006,10992,,,2,12,2122,222107,72,3187
Sep-1-2006,10956,,,2,12,3085.7,225193,36,3223
Sep-1-2006,10929,,,2,12,3548.76,228742,27,3250
Sep-2-2006,10863,,,2,12,2313.15,231055,66,3316
Sep-3-2006,10811,,,2,12,2915.2,233970,52,3368
Sep-4-2006,10751,,,2,12,2468.71,236439,60,3428
Sep-5-2006,10732,,,2,12,2142.43,238581,19,3447
Sep-6-2006,10666,,,2,12,3565.84,242147,66,3513
Sep-7-2006,10594,,,2,12,2786.19,244933,72,3585
Sep-8-2006,10590,,,2,12,1542.41,246476,4,3589
Sep-9-2006,10589,,,2,12,2045.04,248521,1,3590
Sep-10-2006,10588,,,2,12,1108.33,249629,1,3591
Sep-11-2006,10459,,,2,12,1252.03,250881,129,3720
Sep-12-2006,10071,,,3,12,1404.43,252285,388,4108
Sep-13-2006,9557,,,4,12,2287.89,254573,559,4667
Sep-14-2006,9149,,,4,12,2301.52,256875,408,5075
Sep-15-2006,9042,,,4,13,1430.71,258305,95,5170
Sep-16-2006,8993,,,4,13,2100.26,260406,49,5219
Sep-17-2006,8956,,,4,13,3834.07,264240,37,5256
Sep-18-2006,8759,,,4,13,3466.28,267706,197,5453
Sep-19-2006,8454,,,5,13,2013.94,269720,321,5774
Sep-20-2006,8076,,,6,13,2817.01,272537,493,6267
Sep-21-2006,7969,,,6,13,3310,275847,167,6434
Sep-22-2006,7840,,,11,13,4344.71,280192,293,6727
Sep-23-2006,7715,,,11,13,3224.21,283416,179,6906
Sep-24-2006,7503,,,13,13,3674.12,287090,375,7281
Sep-25-2006,7456,,,14,13,3438.95,290529,146,7427
Sep-26-2006,7320,,,15,14,3987.35,294516,288,7715
Sep-27-2006,7194,,,16,14,1997.49,296514,171,7886
Sep-28-2006,7123,,,18,14,3473.1,299987,185,8071
Sep-29-2006,7098,,,18,14,3664.83,303652,114,8185
Sep-30-2006,6902,,,18,16,3869.64,307521,458,8643
Oct-1-2006,6878,,,18,16,2395.61,309917,64,8707
Oct-2-2006,6836,,,19,16,3122.04,313039,101,8808
Oct-3-2006,6806,,,19,17,3180.02,316219,299,9107
Oct-4-2006,6731,,,20,19,2983.86,319203,526,9633
Oct-5-2006,6609,,,22,20,2453.86,321657,365,9998
Oct-6-2006,6544,,,23,21,2334.84,323992,162,10160
Oct-7-2006,6485,,,23,22,2222.1,326214,178,10338
Oct-8-2006,6417,,,24,22,3305.58,329519,141,10479
Oct-9-2006,6393,,,24,23,2747.24,332267,96,10575
Oct-10-2006,6310,,,24,24,2006.25,334273,50,10625
Oct-11-2006,6303,,,24,25,1323.99,335597,40,10665
Oct-12-2006,6290,,,24,27,1127.55,336724,289,10954
Oct-13-2006,6210,,,24,27,1550.82,338275,481,11435
Oct-14-2006,6117,,,25,28,1790.22,340065,632,12067
Oct-15-2006,5883,,,26,28,3801.44,343867,1055,13122
Oct-16-2006,5872,,,26,29,2845.97,346713,283,13405
Oct-17-2006,5799,,,27,30,2115.24,348828,268,13673
Oct-18-2006,5606,,,28,31,2453.58,351282,456,14129
Oct-19-2006,5530,,,28,32,2372.82,353654,433,14562
Oct-20-2006,5397,,,28,32,1271.79,354926,492,15054
Oct-21-2006,5309,,,29,33,1824.44,356751,416,15470
Oct-22-2006,4964,,,29,35,2148.34,358899,708,16178
Oct-23-2006,4616,,,29,37,2236.8,361136,619,16797
Oct-24-2006,4321,,,31,42,3038.05,364174,573,17370
Oct-25-2006,4274,,,31,42,851.855,365026,171,17541
Oct-26-2006,4274,,,31,44,1348.82,366375,416,17957
Oct-27-2006,3935,,,33,48,2876.24,369251,758,18715
Oct-28-2006,3727,,,34,52,1936.71,371187,488,19203
Oct-29-2006,3727,,,34,57,1817.79,373005,536,19739
Oct-30-2006,3727,,,34,63,1420.89,374426,443,20182
Nov-1-2006,3727,,,34,65,649.753,375076,254,20436
Nov-1-2006,3727,,,34,68,755.699,375832,743,21179
