Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Jun-7-2006,0,0,253117,0,15729,nan
Jun-8-2006,0,0,253117,0,15729,nan
Jun-9-2006,0,0,253117,0,15729,nan
Jun-10-2006,0,0,253117,0,15729,nan

Jun-11-2006,0,280.321,280.321,5,2,0.0178367
Jun-12-2006,0,662.47,942.791,20,10,0.0301901
Jun-13-2006,0,1050.5,1993.29,71,39,0.0675869
Jun-14-2006,0,2782.2,4775.49,271,156,0.097405
Jun-15-2006,0,2581.08,7356.57,196,245,0.0759373
Jun-16-2006,0,2428.43,9785,173,324,0.0712394
Jun-17-2006,0,3581.6,13366.6,164,391,0.0457896
Jun-18-2006,0,2654.53,16021.1,137,449,0.0516099
Jun-19-2006,0,2104.62,18125.8,64,476,0.0304092
Jun-20-2006,0,3625.33,21751.1,114,521,0.0314454
Jun-21-2006,0,3181.87,24932.9,89,556,0.027971
Jun-22-2006,0,2476.44,27409.4,64,581,0.0258435
Jun-23-2006,0,5052.97,32462.4,63,604,0.0124679
Jun-24-2006,0,3289.34,35751.7,10,605,0.00304012
Jun-25-2006,0,1373.36,37125.1,7,606,0.00509697
Jun-26-2006,0,2642.23,39767.3,33,616,0.0124894
Jun-27-2006,0,3400.03,43167.3,36,629,0.0105882
Jun-28-2006,0,3055.25,46222.6,38,640,0.0124376
Jun-29-2006,0,1533.53,47756.1,20,646,0.0130418
Jun-30-2006,0,1818.96,49575.1,12,650,0.00659717
Jul-1-2006,0,3839.17,53414.2,54,667,0.0140656
Jul-2-2006,0,2648.83,56063.1,76,697,0.028692
Jul-3-2006,0,2739.6,58802.7,76,728,0.0277413
Jul-4-2006,0,3199.31,62002,75,759,0.0234425
Jul-5-2006,0,3241.19,65243.2,44,775,0.0135753
Jul-6-2006,0,2521.79,67765,10,778,0.00396543
Jul-7-2006,0,3086.87,70851.8,18,782,0.00583114
Jul-8-2006,0,1569.11,72420.9,2,782,0.00127461
Jul-9-2006,0,1476.91,73897.9,20,789,0.0135418
Jul-10-2006,0,2528.26,76426.1,40,802,0.0158212
Jul-11-2006,0,2109,78535.1,39,816,0.0184922
Jul-12-2006,0,1272.01,79807.1,38,830,0.0298739
Jul-13-2006,0,992.386,80799.5,12,835,0.0120921
Jul-14-2006,0,3178.88,83978.4,18,837,0.00566237
Jul-15-2006,0,2301.99,86280.4,22,845,0.00955695
Jul-16-2006,0,281.631,86562,1,845,0.00355075
Jul-17-2006,0,2261.15,88823.2,9,847,0.00398028
Jul-18-2006,0,3323.3,92146.5,5,847,0.00150453
Jul-19-2006,0,3134.75,95281.2,4,847,0.00127602
Jul-20-2006,0,3483.39,98764.6,30,857,0.00861229
Jul-21-2006,0,2111.63,100876,18,863,0.00852421
Jul-22-2006,0,1482.81,102359,16,869,0.0107903
Jul-23-2006,0,3980.29,106339,13,871,0.00326609
Jul-24-2006,0,4340.91,110680,34,882,0.00783246
Jul-25-2006,0,2374.37,113055,21,889,0.00884445
Jul-26-2006,0,3605.07,116660,8,891,0.0022191
Jul-27-2006,0,2113.31,118773,5,891,0.00236596
Jul-28-2006,0,2774.62,121548,9,892,0.00324369
Jul-29-2006,0,1729.62,123277,12,895,0.00693794
Jul-30-2006,0,2852.71,126130,13,898,0.00455708
Jul-31-2006,0,2871.37,129001,18,902,0.00626879
Aug-1-2006,0,3244.11,132245,16,907,0.00493201
Aug-2-2006,0,3634.47,135880,15,910,0.00412715
Aug-3-2006,0,3535.82,139416,21,917,0.00593921
Aug-4-2006,0,2524.61,141940,35,929,0.0138635
Aug-5-2006,0,2779.87,144720,9,930,0.00323756
Aug-6-2006,0,2004.63,146725,17,936,0.00848039
Aug-7-2006,0,3703.24,150428,9,938,0.00243031
Aug-8-2006,0,3737.34,154165,59,957,0.0157866
Aug-9-2006,0,4962.31,159128,37,970,0.0074562
Aug-10-2006,0,2072.17,161200,7,970,0.0033781
Aug-11-2006,0,3290.82,164491,17,975,0.00516589
Aug-12-2006,0,3699.56,168190,24,981,0.00648726
Aug-13-2006,0,3093.7,171284,4,981,0.00129295
Aug-14-2006,0,3674.91,174959,10,983,0.00272115
Aug-15-2006,0,2954.13,177913,13,985,0.00440062
Aug-16-2006,0,3723.85,181637,10,987,0.00268539
Aug-17-2006,0,3526.83,185164,28,994,0.00793915
Aug-18-2006,0,2573.91,187738,4,995,0.00155406
Aug-19-2006,0,1623.44,189361,1,995,0.000615974
Aug-20-2006,0,2974.39,192335,12,999,0.00403444
Aug-21-2006,0,3713.55,196049,45,1013,0.0121178
Aug-22-2006,0,3528.09,199577,15,1019,0.00425159
Aug-23-2006,0,3265.22,202842,25,1028,0.00765646
Aug-24-2006,0,2624.72,205467,18,1033,0.00685788
Aug-25-2006,0,3725.74,209193,45,1048,0.0120781
Aug-26-2006,0,2757.76,211950,78,1079,0.0282839
Aug-27-2006,0,3216.22,215167,41,1097,0.0127479
Aug-28-2006,0,2686.37,217853,112,1139,0.041692
Aug-29-2006,0,2132.06,219985,41,1153,0.0192302
Aug-30-2006,0,2122,222107,72,1183,0.0339302
Aug-31-2006,0,3085.7,225193,36,1195,0.0116667
Sep-1-2006,0,3548.76,228742,27,1205,0.00760829
Sep-2-2006,0,2313.15,231055,66,1230,0.0285326
Sep-3-2006,0,2915.2,233970,52,1248,0.0178375
Sep-4-2006,0,2468.71,236439,60,1270,0.0243041
Sep-5-2006,0,2142.43,238581,19,1276,0.00886845
Sep-6-2006,0,3565.84,242147,66,1298,0.018509
Sep-7-2006,0,2786.19,244933,72,1326,0.0258418
Sep-8-2006,0,1542.41,246476,4,1327,0.00259334
Sep-9-2006,0,2045.04,248521,1,1327,0.000488988
Sep-10-2006,0,1108.33,249629,1,1327,0.00090226
Sep-11-2006,0,1252.03,250881,129,1380,0.103032
Sep-12-2006,0,1404.43,252285,388,1566,0.276269
Sep-13-2006,0,2287.89,254573,559,1813,0.24433
Sep-14-2006,0,2301.52,256875,408,1978,0.177274
Sep-15-2006,0,1430.71,258305,95,2017,0.0664006
Sep-16-2006,0,2100.26,260406,49,2037,0.0233304
Sep-17-2006,0,3834.07,264240,37,2051,0.00965033
Sep-18-2006,0,3466.28,267706,197,2136,0.0568333
Sep-19-2006,0,2013.94,269720,321,2267,0.159389
Sep-20-2006,0,2817.01,272537,493,2489,0.175008
Sep-21-2006,0,3310,275847,167,2558,0.0504532
Sep-22-2006,0,4344.71,280192,293,2698,0.0674383
Sep-23-2006,0,3224.21,283416,179,2767,0.0555175
Sep-24-2006,0,3674.12,287090,375,2927,0.102065
Sep-25-2006,0,3438.95,290529,146,2992,0.0424548
Sep-26-2006,0,3987.35,294516,288,3131,0.0722285
Sep-27-2006,0,1997.49,296514,171,3202,0.0856074
Sep-28-2006,0,3473.1,299987,185,3292,0.0532665
Sep-29-2006,0,3664.83,303652,114,3339,0.0311065
Sep-30-2006,0,3869.64,307521,458,3571,0.118357
Oct-1-2006,0,2395.61,309917,64,3596,0.0267156
Oct-2-2006,0,3122.04,313039,101,3635,0.0323507
Oct-3-2006,0,3180.02,316219,299,3760,0.0940244
Oct-4-2006,0,2983.86,319203,526,4001,0.176281
Oct-5-2006,0,2453.86,321657,365,4158,0.148745
Oct-6-2006,0,2334.84,323992,162,4227,0.0693837
Oct-7-2006,0,2222.1,326214,178,4294,0.0801044
Oct-8-2006,0,3305.58,329519,141,4350,0.0426551
Oct-9-2006,0,2747.24,332267,96,4393,0.0349442
Oct-10-2006,0,2006.25,334273,50,4409,0.0249221
Oct-11-2006,0,1323.99,335597,40,4425,0.0302118
Oct-12-2006,0,1127.55,336724,289,4547,0.256309
Oct-13-2006,0,1550.82,338275,481,4741,0.310159
Oct-14-2006,0,1790.22,340065,632,5020,0.35303
Oct-15-2006,0,3801.44,343867,1055,5467,0.277527
Oct-16-2006,0,2845.97,346713,283,5582,0.099439
Oct-17-2006,0,2115.24,348828,268,5681,0.1267
Oct-18-2006,0,2453.58,351282,456,5879,0.185851
Oct-19-2006,0,2372.82,353654,433,6052,0.182483
Oct-20-2006,0,1271.79,354926,492,6236,0.386857
Oct-21-2006,0,1824.44,356751,416,6393,0.228015
Oct-22-2006,0,2148.34,358899,708,6678,0.329556
Oct-23-2006,0,2236.8,361136,619,6947,0.276735
Oct-24-2006,0,3038.05,364174,573,7182,0.188608
Oct-25-2006,0,851.855,365026,171,7250,0.200738
Oct-26-2006,0,1348.82,366375,416,7431,0.308417
Oct-27-2006,0,2876.24,369251,758,7750,0.263539
Oct-28-2006,0,1936.71,371187,488,7964,0.251974
Oct-29-2006,0,1817.79,373005,536,8181,0.294864
Oct-30-2006,0,1420.89,374426,443,8357,0.311777
Oct-31-2006,0,649.753,375076,254,8471,0.390918
Nov-1-2006,0,755.699,375832,743,8748,0.983196
