Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Aug-17-2007,0,3173.16,169774,35,202,0.01103
Aug-18-2007,0,2174.27,171948,22,207,0.0101183
Aug-19-2007,0,4123.7,176072,23,213,0.00557752
Aug-20-2007,0,2716.78,178789,33,221,0.0121467
Aug-21-2007,0,2323.82,181112,23,227,0.00989748
Aug-22-2007,0,2211.43,183324,6,227,0.00271318
Aug-23-2007,0,2779.76,186104,114,266,0.0410107
Aug-24-2007,0,1881.11,187985,13,270,0.0069108
Aug-25-2007,0,1953.71,189938,58,286,0.0296871
Aug-26-2007,0,2238.12,192177,10,287,0.00446804
Aug-27-2007,0,1562.51,193739,9,288,0.00575997
Aug-28-2007,0,1985.52,195725,11,291,0.00554012
Aug-29-2007,0,3794,199519,27,295,0.00711651
Aug-30-2007,0,2506.33,202025,45,307,0.0179545
Aug-31-2007,0,2728.14,204753,116,347,0.0425198
Sep-1-2007,0,1219.18,205972,44,359,0.0360898
Sep-2-2007,0,1483.01,207455,43,372,0.028995
Sep-3-2007,0,2792.98,210248,73,397,0.026137
Sep-4-2007,0,2665.54,212914,65,419,0.0243853
Sep-5-2007,0,1648.41,214562,43,432,0.0260857
Sep-6-2007,0,2385.16,216947,111,466,0.0465378
Sep-7-2007,0,2414.33,219362,54,482,0.0223664
Sep-8-2007,0,2667.79,222029,43,496,0.0161182
Sep-9-2007,0,1630.09,223660,39,506,0.023925
Sep-10-2007,0,2594.01,226254,142,556,0.0547415
Sep-11-2007,0,1091.81,227345,47,572,0.0430477
Sep-12-2007,0,1695.71,229041,96,606,0.0566133
Sep-13-2007,0,2098.52,231140,326,733,0.155348
Sep-14-2007,0,1819.15,232959,714,1008,0.392491
Sep-15-2007,0,2317.23,235276,907,1327,0.391415
Sep-16-2007,0,2659.72,237936,489,1509,0.183854
Sep-17-2007,0,2711.1,240647,548,1727,0.202132
Sep-18-2007,0,3557.11,244204,554,1919,0.155744
Sep-19-2007,0,237.518,244441,7,1921,0.0294715
Sep-20-2007,0,139.721,244581,11,1924,0.078728
Sep-21-2007,0,0,244581,0,1924,nan
Sep-22-2007,0,952.129,245533,327,2059,0.343441
Sep-23-2007,0,2217.88,247751,514,2256,0.231753
Sep-24-2007,0,3298.87,251050,462,2423,0.140048
Sep-25-2007,0,2655.67,253706,457,2600,0.172085
Sep-26-2007,0,1373.88,255080,238,2682,0.173231
Sep-27-2007,0,239.083,255319,49,2700,0.20495
Sep-28-2007,0,777.309,256096,413,2851,0.53132
Sep-29-2007,0,464.374,256560,21,2857,0.0452221
Sep-30-2007,0,731.182,257292,44,2871,0.0601765
Oct-1-2007,0,834.142,258126,85,2900,0.101901
Oct-2-2007,0,207.978,258334,15,2904,0.0721229
Oct-3-2007,0,329.541,258663,20,2909,0.0606906
Oct-4-2007,0,1946.1,260609,615,3161,0.316016
Oct-5-2007,0,2225.95,262835,482,3343,0.216537
Oct-6-2007,0,127.653,262963,0,3343,0
Oct-7-2007,0,0,262963,0,3343,nan
Oct-8-2007,0,807.75,263771,439,3508,0.543485
Oct-9-2007,0,2375.84,266146,715,3794,0.300947
Oct-10-2007,0,2286.95,268433,1484,4339,0.6489
Oct-11-2007,0,1545.59,269979,894,4655,0.57842
Oct-12-2007,0,1760.6,271740,1556,5262,0.883791
Oct-13-2007,0,1665.41,273405,1080,5658,0.648489
Oct-14-2007,0,1511.92,274917,833,5970,0.550955
Oct-15-2007,0,1214.78,276132,416,6148,0.342448
Oct-16-2007,0,1726.59,277858,206,6225,0.11931
Oct-17-2007,0,2119.78,279978,433,6377,0.204267
Oct-18-2007,0,1168.19,281146,297,6491,0.254239
Oct-19-2007,0,1818.92,282965,951,6812,0.522837
Oct-20-2007,0,2551.93,285517,673,7089,0.263722
Oct-21-2007,0,1970.07,287487,229,7176,0.116239
Oct-22-2007,0,2362.3,289850,569,7387,0.240866
Oct-23-2007,0,2359.76,292209,968,7745,0.410212
Oct-24-2007,0,1181.46,293391,525,7927,0.444365
Oct-25-2007,0,2029.93,295421,547,8123,0.269467
Oct-26-2007,0,2068.98,297490,598,8345,0.289031
Oct-27-2007,0,374.112,297864,327,8474,0.87407
Oct-28-2007,0,1825.84,299690,854,8766,0.467729
Oct-29-2007,0,1698.97,301389,1097,9160,0.645685
Oct-30-2007,0,2766.61,304155,1938,9868,0.700495
Oct-31-2007,0,2630.74,306786,1534,10418,0.583105
Nov-1-2007,0,2497.7,309284,1385,10933,0.554511
Nov-2-2007,0,2161.1,311445,3789,12353,1.75327
