,,A Season,,,,,,,B Season,,,,,,,2005
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
NORDIC FURY,Northern Victor,343.146,5,0,0.0145711,0.956034,30,0.933804,1.20751,514.663,8,0,0.0155441,1.05562,20,0.74116,1.1647,857.81,13,0,0.0151549,50
SOVEREIGNTY,Akutan pollock,6307.17,268,0,0.0424914,0.936768,555,0.212747,1.04728,8456.95,1483,1006.85,0.0979853,1.05038,334,-0.916595,0.796312,14764.1,1751,1006.85,0.118598,889
DESTINATION,Unalaska,6315.67,309,0,0.048926,1.00734,598,0.0465695,1.01035,7995.33,1411,977.573,0.0920522,0.912714,274,-0.79729,0.822825,14311,1720,977.573,0.120187,872
ALASKAN COMMAND,Westward,9542.07,698,0,0.0731497,1.01033,906,-0.579023,0.871328,14690.6,1553,0,0.105714,0.946902,523,-1.072,0.761212,24232.7,2251,0,0.092891,1429
PACIFIC EXPLORER,Akutan pollock,3492.52,72,0,0.0206155,1.06397,349,0.777702,1.17282,7727.73,102,0,0.0131992,1.03996,302,0.788312,1.17518,11220.2,174,0,0.0155077,651
DEFENDER,Unisea,9624.22,423,0,0.0439516,1.00979,914,0.175034,1.0389,14623.3,270,0,0.0184637,0.98274,540,0.682452,1.15166,24247.5,693,0,0.0285803,1454
GUN-MAR,Unisea,6210.23,207,0,0.0333321,1.01455,592,0.44929,1.09984,10366.6,122,0,0.0117686,1.06491,415,0.81708,1.18157,16576.8,329,0,0.019847,1007
STORM PETREL,Northern Victor,3511.55,136,0,0.0387294,1.02736,339,0.309902,1.06887,3126.17,49,0,0.0156741,0.959054,112,0.738546,1.16412,6637.72,185,0,0.027871,451
VIKING EXPLORER,Akutan pollock,3474.46,198,0,0.0569873,0.999488,326,-0.161619,0.964085,6065.28,844,1262.82,0.0793344,0.988771,225,-0.541556,0.879654,9539.74,1042,1262.82,0.109227,551
COLUMBIA,Akutan pollock,4397.38,182,0,0.0413883,0.971816,401,0.241234,1.05361,8328.57,423,0,0.050789,0.932787,292,0.0324434,1.00721,12725.9,605,0,0.0475407,693
GLADIATOR,Akutan pollock,5107.43,295,0,0.057759,1.03505,497,-0.181549,0.959656,1244.56,43,0,0.0345504,0.989817,46,0.358976,1.07977,6351.99,338,0,0.0532117,543
BERING ROSE,Unalaska,4900.6,253,0,0.0516264,1.03613,477,-0.0231702,0.994851,7798.52,1111,1542.19,0.0872717,0.791839,232,-0.701161,0.844186,12699.1,1364,1542.19,0.107409,709
ALDEBARAN,Akutan pollock,3970.4,166,0,0.0418094,1.00946,376,0.230358,1.05119,4690.17,902,1472.79,0.120595,0.999878,176,-1.37124,0.679438,8660.56,1068,1472.79,0.123318,552
BRISTOL EXPLORER,Akutan pollock,4987.28,180,0,0.0360918,1.02468,480,0.378018,1.084,6841.96,868,321.262,0.0915546,0.989924,254,-0.787284,0.825048,11829.2,1048,321.262,0.088594,734
ARCTIC EXPLORER,Akutan pollock,5285.8,249,0,0.0471074,0.991422,492,0.0935356,1.02079,8145.52,663,0,0.0813944,1.01828,312,-0.58298,0.870449,13431.3,912,0,0.067901,804
GOLDEN DAWN,Akutan pollock,4929.52,293,0,0.0594378,0.998687,463,-0.224904,0.950021,8717.21,710,153.219,0.0820879,1.0584,347,-0.596925,0.86735,13646.7,1003,153.219,0.0734974,810
PEGGY JO,Akutan pollock,694.724,46,0,0.0662134,1,65,-0.399888,0.911136,2113.59,179,161.453,0.0840105,0.954715,75,-0.635585,0.858759,2808.31,225,161.453,0.0801193,140
AMERICAN BEAUTY,Peter Pan,1550.54,90,0,0.0580442,1.1026,160,-0.188915,0.958019,1832.18,10,0,0.00545798,1.05817,72,0.943975,1.20977,3382.72,100,0,0.029562,232
ARGOSY,Unisea,4535.67,241,0,0.0531344,0.998487,425,-0.0621155,0.986197,6555.4,1418,319.992,0.0853192,1.05565,260,-0.661901,0.852911,11091.1,1659,319.992,0.14958,685
NORTHWEST EXPLORER,Akutan pollock,4996.77,345,0,0.0690446,1.04475,490,-0.473006,0.894888,4591.62,1703,1578.73,0.10787,0.95189,164,-1.11536,0.750788,9588.39,2048,1578.73,0.213592,654
DOMINATOR,Akutan pollock,5179.73,202,0,0.0389982,1.02086,497,0.30296,1.06732,8447.57,1012,565.112,0.0908346,1.01064,321,-0.772806,0.828265,13627.3,1214,565.112,0.0890859,818
PERSEVERANCE,Akutan pollock,108.001,0,0,0,1,10,1.31011,1.29114,0,0,0,nan,1,0,,,108.001,0,0,0,10
NORTHERN PATRIOT,Akutan pollock,6366.9,260,0,0.0408362,0.977982,585,0.255491,1.05678,10191.7,968,758.889,0.0820537,1.05152,403,-0.596237,0.867503,16558.6,1228,758.889,0.0741607,988
ARCTIC WIND,Westward,3579.08,136,0,0.0379986,1.00721,339,0.328774,1.07306,6420.41,377,0,0.058719,1.01209,244,-0.127014,0.971775,9999.49,513,0,0.0513026,583
OCEAN LEADER,Peter Pan,915.552,22,0,0.0240292,1.13077,97,0.689542,1.15323,2217.78,33,0,0.0148798,1.05077,87,0.754519,1.16767,3133.33,55,0,0.0175532,184
FIERCE ALLEGIANCE,Unisea,5095.07,289,0,0.0567215,0.973428,466,-0.154756,0.96561,7802.34,169,0,0.0216602,1.06997,314,0.618176,1.13737,12897.4,458,0,0.035511,780
PACIFIC VIKING,Akutan pollock,1794.13,138,0,0.0769173,0.941371,158,-0.676322,0.849706,4088.05,760,538.347,0.0712736,0.991633,152,-0.379468,0.915674,5882.18,898,538.347,0.152664,310
HALF MOON BAY,Northern Victor,766.852,37,0,0.0482492,0.952541,68,0.0640462,1.01423,3262.8,117,0,0.0358588,1.01586,124,0.332666,1.07393,4029.65,154,0,0.0382167,192
ROYAL AMERICAN,Akutan pollock,2555.06,112,0,0.0438345,1.03414,248,0.178059,1.03957,6266.42,137,0,0.0218626,1.07614,253,0.614107,1.13647,8821.49,249,0,0.0282265,501
LESLIE LEE,Akutan pollock,1200.82,32,0,0.0266485,0.992686,112,0.621898,1.1382,2076.61,12,0,0.00577864,1.07765,84,0.937528,1.20834,3277.43,44,0,0.0134251,196
MARCY J,Akutan pollock,503.586,14,0,0.0278006,1.03203,48,0.592143,1.13159,625.585,3,0,0.00479551,1.04528,24,0.957297,1.21273,1129.17,17,0,0.0150553,72
LISA MELINDA,Akutan pollock,422.146,50,0,0.118442,0.988612,39,-1.74873,0.520425,0,0,0,nan,1.05436,0,,,422.146,50,0,0.118442,39
HICKORY WIND,Westward,268.911,84,0,0.312371,1.04233,26,-6.75703,0.333333,1053.9,81,167.654,0.0496475,0.962971,38,0.055398,1.01231,1322.81,165,167.654,0.124734,64
GOLD RUSH,Northern Victor,532.765,31,0,0.058187,0.980894,49,-0.192603,0.957199,1546.05,17,0,0.0109958,1.07686,62,0.832619,1.18503,2078.81,48,0,0.0230901,111
COLLIER BROTHERS,Northern Victor,210.499,24,0,0.114015,1,19,-1.63439,0.578734,0,0,0,nan,1.06834,0,,,210.499,24,0,0.114015,19
OCEAN HOPE 3,Westward,1006.63,119,355.126,0.161164,0.883535,83,-2.85205,0.333333,462.679,15,0,0.0324199,1.02375,17,0.401816,1.08929,1469.31,134,355.126,0.091199,100
ELIZABETH F,Peter Pan,865.281,55,0,0.0635631,1.05352,85,-0.331444,0.926346,855.181,5,0,0.00584671,1.07295,34,0.936159,1.20804,1720.46,60,0,0.0348743,119
OCEANIC,Peter Pan,1351.85,63,0,0.0466029,1.04336,132,0.106563,1.02368,2135.26,10,0,0.00468326,1.07828,86,0.959554,1.21323,3487.11,73,0,0.0209342,218
MAR-GUN,Mothership,272.288,1,0,0.00367258,1,25,1.21526,1.27006,422.962,0,0,0,1.07218,17,1.05373,1.23416,695.25,1,0,0.00143833,42
EXCALIBUR II,Northern Victor,1181.25,76,0,0.0643387,1.01075,112,-0.351474,0.921895,1284.01,16,0,0.012461,1.07494,51,0.803157,1.17848,2465.26,92,0,0.0373186,163
WALTER N,Peter Pan,1363.24,36,0,0.0264077,1.04644,134,0.628115,1.13958,1927.53,13,0,0.00674438,1.07146,77,0.918108,1.20402,3290.77,49,0,0.0148901,211
TRAVELER,Akutan pollock,103.516,5,0,0.0483016,1.02366,9,0.0626942,1.01393,0,0,0,nan,1.07828,0,,,103.516,5,0,0.0483016,9
MISS BERDIE,Northern Victor,200.898,10,0,0.0497766,0.972784,18,0.0246014,1.00547,0,0,0,nan,1.03476,0,,,200.898,10,0,0.0497766,18
VANGUARD,Unalaska,315.14,8,0,0.0253855,1.09669,32,0.654514,1.14545,290.97,6,0,0.0206207,1.05272,11,0.639078,1.14202,606.11,14,0,0.0230981,43
PACIFIC CHALLENGER,Peter Pan,533.528,13,0,0.0243661,1,50,0.680841,1.1513,1907.21,1116,1111.8,0.321847,0.790949,56,-5.41807,0.333333,2440.73,1129,1111.8,0.462566,106
PACIFIC RAM,Akutan pollock,166.092,1,0,0.00602077,0.777778,12,1.15462,1.25658,307.148,0,0,0,1.05436,12,1.05373,1.23416,473.24,1,0,0.00211309,24
ALYESKA,Westward,858.067,6,0,0.00699246,1.02056,82,1.12953,1.25101,0,0,0,nan,0.997359,0,,,858.067,6,0,0.00699246,82
MARK I,Akutan pollock,150.314,3,0,0.0199582,1,14,0.794677,1.17659,0,0,0,nan,1.01521,0,,,150.314,3,0,0.0199582,14
SUNSET BAY,Northern Victor,379.35,4,0,0.0105444,1.02994,36,1.0378,1.23062,2125.05,86,0,0.0404696,0.777778,62,0.23995,1.05332,2504.4,90,0,0.0359367,98
CAITLIN ANN,Westward,620.419,19,0,0.0306245,1.01905,59,0.519215,1.11538,4878.77,131,0,0.026851,1.06778,195,0.513797,1.11418,5499.19,150,0,0.0272767,254
MAJESTY,Akutan pollock,0,0,0,nan,1.04502,0,,,4094.62,95,0,0.0232012,1.07382,165,0.58719,1.13049,4094.62,95,0,0.0232012,165
GOLDEN PISCES,Akutan pollock,0,0,0,nan,1,0,,,1896.2,28,0,0.0147663,1.07828,76,0.7568,1.16818,1896.2,28,0,0.0147663,76
WESTERN DAWN,Unalaska,0,0,0,nan,0.972872,0,,,1644.43,52,0,0.0316218,1.06909,66,0.417864,1.09286,1644.43,52,0,0.0316218,66
SEEKER,Akutan pollock,0,0,0,nan,1,0,,,945.09,113,355.302,0.0610389,1.03156,36,-0.173665,0.961408,945.09,113,355.302,0.119565,36

TOTAL,,251886,12621,355.126,0.0501059,,23805,,,384264,33734,18125,0.0877887,,14186,,,636150,46355,18480.1,0.072868,37991
