Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Mar-29-2004,3,576.701,254943,18,10214,0.031212
Mar-30-2004,3,0,254943,0,10214,nan
Mar-31-2004,3,0,254943,0,10214,nan
Apr-1-2004,3,0,254943,0,10214,nan
Apr-2-2004,3,0,254943,0,10214,nan
Apr-3-2004,3,0,254943,0,10214,nan
Apr-4-2004,3,0,254943,0,10214,nan
Apr-5-2004,3,0,254943,0,10214,nan
Apr-6-2004,3,0,254943,0,10214,nan
Apr-7-2004,3,0,254943,0,10214,nan
Apr-8-2004,3,0,254943,0,10214,nan
Apr-9-2004,3,0,254943,0,10214,nan
Apr-10-2004,3,0,254943,0,10214,nan
Apr-11-2004,3,0,254943,0,10214,nan
Apr-12-2004,3,0,254943,0,10214,nan
Apr-13-2004,3,0,254943,0,10214,nan
Apr-14-2004,3,0,254943,0,10214,nan
Apr-15-2004,3,0,254943,0,10214,nan
Apr-16-2004,3,0,254943,0,10214,nan
Apr-17-2004,3,0,254943,0,10214,nan
Apr-18-2004,3,0,254943,0,10214,nan
Apr-19-2004,3,0,254943,0,10214,nan
Apr-20-2004,3,0,254943,0,10214,nan
Apr-21-2004,3,0,254943,0,10214,nan
Apr-22-2004,3,0,254943,0,10214,nan
Apr-23-2004,3,0,254943,0,10214,nan
Apr-24-2004,3,0,254943,0,10214,nan
Apr-25-2004,3,0,254943,0,10214,nan
Apr-26-2004,3,0,254943,0,10214,nan
Apr-27-2004,3,0,254943,0,10214,nan
Apr-28-2004,3,0,254943,0,10214,nan
Apr-29-2004,3,0,254943,0,10214,nan
Apr-30-2004,3,0,254943,0,10214,nan
May-1-2004,3,0,254943,0,10214,nan
May-2-2004,3,0,254943,0,10214,nan
May-3-2004,3,0,254943,0,10214,nan
May-4-2004,3,0,254943,0,10214,nan
May-5-2004,3,0,254943,0,10214,nan
May-6-2004,3,0,254943,0,10214,nan
May-7-2004,3,0,254943,0,10214,nan
May-8-2004,3,0,254943,0,10214,nan
May-9-2004,3,0,254943,0,10214,nan
May-10-2004,3,0,254943,0,10214,nan
May-11-2004,3,0,254943,0,10214,nan
May-12-2004,3,0,254943,0,10214,nan
May-13-2004,3,0,254943,0,10214,nan
May-14-2004,3,0,254943,0,10214,nan
May-15-2004,3,0,254943,0,10214,nan
May-16-2004,3,0,254943,0,10214,nan
May-17-2004,3,0,254943,0,10214,nan
May-18-2004,3,0,254943,0,10214,nan
May-19-2004,3,0,254943,0,10214,nan
May-20-2004,3,0,254943,0,10214,nan
May-21-2004,3,0,254943,0,10214,nan
May-22-2004,3,0,254943,0,10214,nan
May-23-2004,3,0,254943,0,10214,nan
May-24-2004,3,0,254943,0,10214,nan
May-25-2004,3,0,254943,0,10214,nan
May-26-2004,3,0,254943,0,10214,nan
May-27-2004,3,0,254943,0,10214,nan
May-28-2004,3,0,254943,0,10214,nan
May-29-2004,3,0,254943,0,10214,nan
May-30-2004,3,0,254943,0,10214,nan
May-31-2004,3,0,254943,0,10214,nan
Jun-1-2004,3,0,254943,0,10214,nan
Jun-2-2004,3,0,254943,0,10214,nan
Jun-3-2004,3,0,254943,0,10214,nan
Jun-4-2004,3,0,254943,0,10214,nan
Jun-5-2004,3,0,254943,0,10214,nan
Jun-6-2004,3,0,254943,0,10214,nan
Jun-7-2004,3,0,254943,0,10214,nan
Jun-8-2004,3,0,254943,0,10214,nan
Jun-9-2004,3,0,254943,0,10214,nan
Jun-10-2004,3,0,254943,0,10214,nan

Jun-11-2004,0,164.699,164.699,0,0,0
Jun-12-2004,0,280.037,444.736,0,0,0
Jun-13-2004,0,159.385,604.121,0,0,0
Jun-14-2004,0,423.68,1027.8,0,0,0
Jun-15-2004,0,1542.33,2570.13,0,0,0
Jun-16-2004,0,1582.29,4152.42,4,4,0.00252799
Jun-17-2004,0,1621.49,5773.91,2,6,0.00123343
Jun-18-2004,0,2078.75,7852.66,2,8,0.000962118
Jun-19-2004,0,2391.83,10244.5,2,10,0.000836178
Jun-20-2004,0,1909.81,12154.3,6,16,0.00314167
Jun-21-2004,0,1735.2,13889.5,2,18,0.00115261
Jun-22-2004,0,1891.6,15781.1,12,30,0.00634383
Jun-23-2004,0,1826.77,17607.9,13,43,0.0071164
Jun-24-2004,0,2380.3,19988.2,5,48,0.00210058
Jun-25-2004,0,2375.56,22363.7,3,51,0.00126286
Jun-26-2004,0,1551.26,23915,1,52,0.000644637
Jun-27-2004,0,2659.7,26574.7,15,67,0.00563973
Jun-28-2004,0,1683.08,28257.8,28,95,0.0166362
Jun-29-2004,0,2125.42,30383.2,7,102,0.00329346
Jun-30-2004,0,2358.33,32741.5,1,103,0.000424029
Jul-1-2004,0,2955.59,35697.1,0,103,0
Jul-2-2004,0,2908.16,38605.3,2,105,0.00068772
Jul-3-2004,0,3149.22,41754.5,3,108,0.000952618
Jul-4-2004,0,2920.3,44674.8,5,113,0.00171215
Jul-5-2004,0,2511.46,47186.2,6,119,0.00238905
Jul-6-2004,0,3649.94,50836.2,4,123,0.00109591
Jul-7-2004,0,3498.05,54334.2,3,126,0.000857621
Jul-8-2004,0,2262.17,56596.4,3,129,0.00132616
Jul-9-2004,0,4032.61,60629,3,132,0.000743936
Jul-10-2004,0,3144.23,63773.2,9,141,0.00286239
Jul-11-2004,0,3246.09,67019.3,2,143,0.000616126
Jul-12-2004,0,2572.82,69592.1,5,148,0.00194339
Jul-13-2004,0,2756.14,72348.3,2,150,0.000725653
Jul-14-2004,0,3273.5,75621.8,3,153,0.000916451
Jul-15-2004,0,3913.59,79535.4,4,157,0.00102208
Jul-16-2004,0,3356.43,82891.8,1,158,0.000297936
Jul-17-2004,0,2439.2,85331,1,159,0.000409971
Jul-18-2004,0,3081.12,88412.1,5,164,0.00162279
Jul-19-2004,0,3757.29,92169.4,5,169,0.00133075
Jul-20-2004,0,4135.59,96305,8,177,0.00193443
Jul-21-2004,0,3571.59,99876.6,5,182,0.00139994
Jul-22-2004,0,3985.72,103862,12,194,0.00301075
Jul-23-2004,0,3040.86,106903,6,200,0.00197313
Jul-24-2004,0,3757.15,110660,12,212,0.00319391
Jul-25-2004,0,3671.96,114332,2,214,0.000544668
Jul-26-2004,0,4332.35,118665,5,219,0.00115411
Jul-27-2004,0,3192.59,121857,3,222,0.000939676
Jul-28-2004,0,4477.26,126334,2,224,0.000446702
Jul-29-2004,0,3353.58,129688,8,232,0.00238551
Jul-30-2004,0,3746.2,133434,7,239,0.00186856
Jul-31-2004,0,3830.9,137265,12,251,0.00313243
Aug-1-2004,0,3628.44,140894,3,254,0.000826801
Aug-2-2004,0,3398.6,144292,17,271,0.00500206
Aug-3-2004,0,3265.19,147557,27,298,0.00826904
Aug-4-2004,0,2418.84,149976,5,303,0.00206711
Aug-5-2004,0,4080.92,154057,26,329,0.00637111
Aug-6-2004,0,2782.46,156840,25,354,0.00898486
Aug-7-2004,0,4676.51,161516,84,438,0.0179621
Aug-8-2004,0,3582.71,165099,46,484,0.0128395
Aug-9-2004,0,4292.52,169391,47,531,0.0109493
Aug-10-2004,0,3467.24,172859,34,565,0.00980607
Aug-11-2004,0,4000.04,176859,49,614,0.0122499
Aug-12-2004,0,4588.9,181448,38,652,0.00828085
Aug-13-2004,0,2969.61,184417,8,660,0.00269396
Aug-14-2004,0,4092.12,188509,35,695,0.00855302
Aug-15-2004,0,4082.7,192592,24,719,0.00587846
Aug-16-2004,0,2748.46,195340,18,737,0.00654912
Aug-17-2004,0,4024.32,199365,44,781,0.0109335
Aug-18-2004,0,1869.2,201234,38,819,0.0203295
Aug-19-2004,0,2105.81,203340,97,916,0.046063
Aug-20-2004,0,3140.25,206480,70,986,0.0222912
Aug-21-2004,0,3049.02,209529,71,1057,0.0232861
Aug-22-2004,0,1860.45,211389,48,1105,0.0258003
Aug-23-2004,0,838.246,212228,32,1137,0.0381749
Aug-24-2004,0,3622.93,215851,131,1268,0.0361586
Aug-25-2004,0,3515.44,219366,111,1379,0.031575
Aug-26-2004,0,3483.3,222849,92,1471,0.0264117
Aug-27-2004,0,3591.91,226441,99,1570,0.0275619
Aug-28-2004,0,3129.5,229571,51,1621,0.0162965
Aug-29-2004,0,3729.44,233300,70,1691,0.0187696
Aug-30-2004,0,3295.04,236595,62,1753,0.0188161
Aug-31-2004,0,4384.98,240980,137,1890,0.031243
Sep-1-2004,0,4286.22,245266,103,1993,0.0240305
Sep-2-2004,0,5198.61,250465,154,2147,0.0296233
Sep-3-2004,0,5520.99,255986,125,2272,0.0226409
Sep-4-2004,0,4354.9,260341,83,2355,0.019059
Sep-5-2004,0,4813.3,265154,183,2538,0.0380197
Sep-6-2004,0,5121.56,270276,121,2659,0.0236256
Sep-7-2004,0,2422.39,272698,162,2821,0.0668761
Sep-8-2004,0,1925.2,274623,75,2896,0.038957
Sep-9-2004,0,3578.94,278202,84,2980,0.0234706
Sep-10-2004,1,4988.19,283191,105,3085,0.0210497
Sep-11-2004,1,2742.49,285933,113,3198,0.0412034
Sep-12-2004,2,1923.8,287857,100,3298,0.0519804
Sep-13-2004,2,2674.15,290531,445,3743,0.166408
Sep-14-2004,2,3593.1,294124,515,4258,0.14333
Sep-15-2004,7,2072.41,296197,696,4954,0.335841
Sep-16-2004,9,986.572,297183,199,5153,0.201709
Sep-17-2004,10,3039.99,300223,249,5402,0.0819083
Sep-18-2004,12,3338.32,303561,364,5766,0.109037
Sep-19-2004,12,4199.66,307761,360,6126,0.0857213
Sep-20-2004,13,2365.94,310127,295,6421,0.124686
Sep-21-2004,15,1419.05,311546,117,6538,0.0824498
Sep-22-2004,17,1014.45,312561,189,6727,0.186307
Sep-23-2004,18,636.614,313197,136,6863,0.21363
Sep-24-2004,18,1870.94,315068,127,6990,0.0678802
Sep-25-2004,19,1799.41,316867,89,7079,0.0494607
Sep-26-2004,20,2404.97,319272,172,7251,0.0715185
Sep-27-2004,20,1746.72,321019,79,7330,0.0452275
Sep-28-2004,20,3062.76,324082,138,7468,0.0450574
Sep-29-2004,21,2182.58,326265,340,7808,0.155779
Sep-30-2004,21,640.627,326905,23,7831,0.0359023
Oct-1-2004,21,255.258,327160,5,7836,0.019588
Oct-2-2004,21,706.819,327867,67,7903,0.0947908
Oct-3-2004,22,732.214,328599,99,8002,0.135206
Oct-4-2004,23,1509.65,330109,247,8249,0.163614
Oct-5-2004,24,1932.59,332042,233,8482,0.120563
Oct-6-2004,24,1441.26,333483,365,8847,0.253251
Oct-7-2004,24,2034.95,335518,473,9320,0.232438
Oct-8-2004,26,2832.6,338350,557,9877,0.196639
Oct-9-2004,28,736.683,339087,703,10580,0.954278
Oct-10-2004,28,0,339087,0,10580,nan
Oct-11-2004,29,387.087,339474,41,10621,0.105919
Oct-12-2004,31,2038.77,341513,638,11259,0.312934
Oct-13-2004,33,1788.83,343302,259,11518,0.144788
Oct-14-2004,34,2719.08,346021,965,12483,0.354899
Oct-15-2004,36,2564,348585,869,13352,0.338923
Oct-16-2004,36,1224.73,349810,144,13496,0.117577
Oct-17-2004,36,799.215,350609,158,13654,0.197694
Oct-18-2004,36,1904.17,352513,422,14076,0.221619
Oct-19-2004,36,1765.23,354278,269,14345,0.152388
Oct-20-2004,36,688.748,354967,369,14714,0.535754
Oct-21-2004,36,723.8,355691,280,14994,0.386847
Oct-22-2004,36,1564.62,357255,534,15528,0.341296
Oct-23-2004,36,692.868,357948,268,15796,0.386798
Oct-24-2004,36,0,357948,0,15796,nan
Oct-25-2004,36,254.4,358203,388,16184,1.52516
Oct-26-2004,36,907.356,359110,1066,17250,1.17484
Oct-27-2004,37,340.618,359451,240,17490,0.704601
Oct-28-2004,37,0,359451,0,17490,nan
Oct-29-2004,37,0,359451,0,17490,nan
Oct-30-2004,38,860.064,360311,771,18261,0.896445
Oct-31-2004,38,2022.18,362333,1921,20182,0.949966
Nov-1-2004,38,1210.2,363543,635,20817,0.524707
Nov-2-2004,38,275.821,363819,107,20924,0.387932
