Date,Credits Available,Credits Needed (Estimated),Credits Needed(Actual),Vessels (out of credits), Vessels (out of pollock IFQ),Pollock, Pollock (std), Bycatch, Bycatch (std)
Aug-16-2000,14079,,,0,0,3710.04,67009.5,1,109
Aug-17-2000,14077,,,0,0,4267.42,71276.9,2,111
Aug-18-2000,14076,,,0,0,3285.78,74562.7,1,112
Aug-19-2000,14075,,,0,0,2966.19,77528.9,1,113
Aug-20-2000,14074,,,0,0,2761.14,80290,1,114
Aug-21-2000,14070,,,0,0,4210.61,84500.7,4,118
Aug-22-2000,14064,,,0,0,2856.63,87357.3,6,124
Aug-23-2000,14060,,,0,0,3080.17,90437.5,4,128
Aug-24-2000,14055,,,0,0,3650.65,94088.1,5,133
Aug-25-2000,14051,,,0,0,3211.52,97299.6,4,137
Aug-26-2000,14045,,,0,0,3540.79,100840,6,143
Aug-27-2000,14040,,,0,0,3123.62,103964,5,148
Aug-28-2000,14032,,,0,0,2804.51,106769,8,156
Aug-29-2000,14030,,,0,0,2988.33,109757,2,158
Aug-30-2000,14028,,,0,0,1431.09,111188,2,160
Sep-1-2000,14028,,,0,0,713.365,111901,0,160
Sep-1-2000,14026,,,0,0,1197.68,113099,2,162
Sep-2-2000,14022,,,0,0,3627.92,116727,4,166
Sep-3-2000,14016,,,0,0,4201.52,120928,6,172
Sep-4-2000,14013,,,0,0,3567.96,124496,3,175
Sep-5-2000,14009,,,0,0,4433.57,128930,4,179
Sep-6-2000,13992,,,0,1,4514.42,133444,0,179
Sep-7-2000,13990,,,0,1,3186.69,136631,2,181
Sep-8-2000,13984,,,0,1,3952.57,140584,6,187
Sep-9-2000,13974,,,0,1,5155.17,145739,10,197
Sep-10-2000,13935,,,0,3,4297.35,150036,26,223
Sep-11-2000,13934,,,0,3,3055.81,153092,1,224
Sep-12-2000,13928,,,0,3,4001.88,157094,6,230
Sep-13-2000,13925,,,0,4,3650.22,160744,2,232
Sep-14-2000,13920,,,0,5,4793.08,165537,4,236
Sep-15-2000,13916,,,0,5,4220.41,169758,4,240
Sep-16-2000,13880,,,0,7,3790.67,173548,9,249
Sep-17-2000,13873,,,0,8,4016.3,177565,5,254
Sep-18-2000,13845,,,0,9,3134.97,180700,7,261
Sep-19-2000,13845,,,0,9,3183.94,183883,0,261
Sep-20-2000,13839,,,0,10,3060.42,186944,2,263
Sep-21-2000,13837,,,0,10,2812.83,189757,2,265
Sep-22-2000,13785,,,0,12,4359.34,194116,19,284
Sep-23-2000,13744,,,0,14,4263.44,198380,18,302
Sep-24-2000,13725,,,0,14,2149.21,200529,19,321
Sep-25-2000,13718,,,0,14,2051.64,202580,7,328
Sep-26-2000,13678,,,0,16,3328.13,205908,3,331
Sep-27-2000,13672,,,0,16,2055.64,207964,6,337
Sep-28-2000,13633,,,0,17,2462.76,210427,5,342
Sep-29-2000,13614,,,0,18,1325.37,211752,2,344
Sep-30-2000,13572,,,0,20,1912.08,213664,3,347
Oct-1-2000,13559,,,0,21,3403.53,217068,9,356
Oct-2-2000,13520,,,0,23,3791.37,220859,18,374
Oct-3-2000,13493,,,0,24,2878.97,223738,23,397
Oct-4-2000,13444,,,0,25,3466.28,227204,28,425
Oct-5-2000,13303,,,0,29,3594.38,230799,30,455
Oct-6-2000,13282,,,0,30,1387.36,232186,3,458
Oct-7-2000,13274,,,0,30,1787.73,233974,8,466
Oct-8-2000,13270,,,0,30,561.437,234535,4,470
Oct-9-2000,13212,,,0,31,1414.31,235950,5,475
Oct-10-2000,13208,,,0,31,2532.86,238483,4,479
Oct-11-2000,13191,,,0,32,3580.44,242063,12,491
Oct-12-2000,13170,,,0,33,1782.82,243846,1,492
Oct-13-2000,13165,,,0,33,1631.28,245477,5,497
Oct-14-2000,13040,,,0,36,2786.08,248263,32,529
Oct-15-2000,13016,,,0,36,908.535,249172,24,553
Oct-16-2000,12989,,,0,36,1272.64,250444,27,580
Oct-17-2000,12956,,,0,37,803.061,251247,7,587
Oct-18-2000,12956,,,0,37,531.456,251779,0,587
Oct-19-2000,12949,,,0,37,2362.99,254142,7,594
Oct-20-2000,12878,,,0,39,1891.35,256033,8,602
Oct-21-2000,12815,,,0,41,2240.37,258274,11,613
Oct-22-2000,12815,,,0,41,233.481,258507,0,613
Oct-23-2000,12815,,,0,41,0,258507,0,613
Oct-24-2000,12799,,,0,41,1506.68,260014,16,629
Oct-25-2000,12799,,,0,41,0,260014,0,629
Oct-26-2000,12718,,,0,43,919.935,260934,12,641
Oct-27-2000,12634,,,0,46,1375.42,262309,18,659
Oct-28-2000,12558,,,0,49,856.948,263166,6,665
Oct-29-2000,12421,,,0,53,1850.31,265016,18,683
Oct-30-2000,12371,,,0,55,615.729,265632,2,685
Nov-1-2000,12270,,,0,60,1044.85,266677,8,693
Nov-1-2000,12182,,,0,63,770.842,267448,10,703
Nov-2-2000,12101,,,0,65,846.214,268294,8,711
