Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Jul-14-2001,0,1481.11,25187.6,0,15,0
Jul-15-2001,0,2483.54,27671.2,0,15,0
Jul-16-2001,0,1529.37,29200.6,0,15,0
Jul-17-2001,0,2355.3,31555.9,0,15,0
Jul-18-2001,0,1679.57,33235.4,0,15,0
Jul-19-2001,0,1903.25,35138.7,0,15,0
Jul-20-2001,0,2572.89,37711.6,0,15,0
Jul-21-2001,0,3045.49,40757,2,17,0.00065671
Jul-22-2001,0,2719.82,43476.9,2,19,0.000735343
Jul-23-2001,0,3098.12,46575,0,19,0
Jul-24-2001,0,3417.99,49993,2,21,0.00058514
Jul-25-2001,0,2613.73,52606.7,2,23,0.000765191
Jul-26-2001,0,3109.95,55716.7,2,25,0.000643097
Jul-27-2001,0,2918.62,58635.3,0,25,0
Jul-28-2001,0,3694.3,62329.6,0,25,0
Jul-29-2001,0,2493.1,64822.7,0,25,0
Jul-30-2001,0,2393.08,67215.8,0,25,0
Jul-31-2001,0,3621.01,70836.8,3,28,0.000828499
Aug-1-2001,0,3049.13,73885.9,0,28,0
Aug-2-2001,0,2693.69,76579.6,0,28,0
Aug-3-2001,0,3398.05,79977.6,1,29,0.000294287
Aug-4-2001,0,2746.76,82724.4,10,39,0.00364065
Aug-5-2001,0,3519.64,86244,0,39,0
Aug-6-2001,0,3568.4,89812.4,1,40,0.000280238
Aug-7-2001,0,3912.32,93724.7,3,43,0.000766809
Aug-8-2001,0,3883.29,97608,4,47,0.00103006
Aug-9-2001,0,4493.84,102102,4,51,0.000890108
Aug-10-2001,0,3618.8,105721,0,51,0
Aug-11-2001,0,3842.52,109563,1,52,0.000260246
Aug-12-2001,0,3114.82,112678,3,55,0.000963137
Aug-13-2001,0,3188.16,115866,5,60,0.0015683
Aug-14-2001,0,4288.26,120154,4,64,0.00093278
Aug-15-2001,0,4117.07,124272,43,107,0.0104443
Aug-16-2001,0,4143.91,128415,3,110,0.000723954
Aug-17-2001,0,3614.72,132030,4,114,0.00110659
Aug-18-2001,0,2421.26,134451,8,122,0.00330406
Aug-19-2001,0,4700.8,139152,1,123,0.00021273
Aug-20-2001,0,4349.06,143501,1,124,0.000229935
Aug-21-2001,0,3713.66,147215,0,124,0
Aug-22-2001,0,4879.94,152095,7,131,0.00143445
Aug-23-2001,0,3730.1,155825,11,142,0.00294899
Aug-24-2001,0,4004.49,159829,8,150,0.00199776
Aug-25-2001,0,4775.4,164605,10,160,0.00209407
Aug-26-2001,0,3276.26,167881,7,167,0.00213658
Aug-27-2001,0,3809.5,171691,9,176,0.00236251
Aug-28-2001,0,4860.38,176551,9,185,0.00185171
Aug-29-2001,0,3710.35,180261,5,190,0.00134758
Aug-30-2001,0,4615.33,184877,16,206,0.00346671
Aug-31-2001,0,3873.06,188750,6,212,0.00154916
Sep-1-2001,0,4391.99,193142,10,222,0.00227687
Sep-2-2001,0,5292.79,198434,6,228,0.00113362
Sep-3-2001,0,4420.89,202855,1,229,0.000226199
Sep-4-2001,0,4725.8,207581,2,231,0.000423209
Sep-5-2001,0,3978.32,211560,3,234,0.000754087
Sep-6-2001,0,2626.69,214186,4,238,0.00152283
Sep-7-2001,0,4075.49,218262,2,240,0.000490739
Sep-8-2001,0,4288,222550,11,251,0.0025653
Sep-9-2001,0,4786.49,227336,5,256,0.00104461
Sep-10-2001,0,4081.05,231417,10,266,0.00245035
Sep-11-2001,0,3774.14,235191,11,277,0.00291457
Sep-12-2001,0,4263.43,239455,2,279,0.000469106
Sep-13-2001,0,4589.21,244044,3,282,0.000653708
Sep-14-2001,0,3328.96,247373,9,291,0.00270355
Sep-15-2001,0,4671.78,252045,3,294,0.000642154
Sep-16-2001,0,2552.49,254597,4,298,0.00156709
Sep-17-2001,0,4973.04,259570,4,302,0.000804337
Sep-18-2001,0,3870.78,263441,23,325,0.00594195
Sep-19-2001,0,5214.91,268656,46,371,0.00882086
Sep-20-2001,0,4477.85,273134,30,401,0.00669964
Sep-21-2001,0,4665.21,277799,6,407,0.00128612
Sep-22-2001,0,2968.86,280768,5,412,0.00168415
Sep-23-2001,0,4899.09,285667,7,419,0.00142884
Sep-24-2001,0,2680.74,288348,3,422,0.00111909
Sep-25-2001,0,1202.09,289550,9,431,0.00748697
Sep-26-2001,0,3727.74,293278,48,479,0.0128764
Sep-27-2001,0,4262.06,297540,48,527,0.0112622
Sep-28-2001,0,3876.87,301416,3,530,0.00077382
Sep-29-2001,0,3476.6,304893,12,542,0.00345165
Sep-30-2001,0,4155.62,309049,40,582,0.00962552
Oct-1-2001,0,3139.2,312188,45,627,0.0143349
Oct-2-2001,0,3648.97,315837,88,715,0.0241164
Oct-3-2001,0,3918.58,319755,94,809,0.0239883
Oct-4-2001,0,3481.91,323237,125,934,0.0358998
Oct-5-2001,0,3809.94,327047,114,1048,0.0299217
Oct-6-2001,0,2846.41,329894,68,1116,0.0238898
Oct-7-2001,0,2406.53,332300,34,1150,0.0141282
Oct-8-2001,0,1878.61,334179,65,1215,0.0346001
Oct-9-2001,0,2694.07,336873,92,1307,0.0341491
Oct-10-2001,0,2529.72,339403,48,1355,0.0189745
Oct-11-2001,0,3091.71,342494,46,1401,0.0148785
Oct-12-2001,0,2356.07,344850,32,1433,0.0135819
Oct-13-2001,0,1222.02,346072,36,1469,0.0294594
Oct-14-2001,0,2132.33,348205,143,1612,0.0670629
Oct-15-2001,0,1860.77,350066,270,1882,0.145101
Oct-16-2001,0,1247.47,351313,127,2009,0.101806
Oct-17-2001,0,1031.27,352344,226,2235,0.219146
Oct-18-2001,0,281.608,352626,34,2269,0.120735
Oct-19-2001,0,504.692,353131,47,2316,0.0931261
Oct-20-2001,0,0,353131,0,2316,nan
Oct-21-2001,0,576.706,353707,104,2420,0.180335
Oct-22-2001,0,648.5,354356,74,2494,0.114109
Oct-23-2001,0,930.692,355286,125,2619,0.134309
Oct-24-2001,0,418.355,355705,44,2663,0.105174
Oct-25-2001,0,678.253,356383,80,2743,0.11795
